complaint,department
I want to report that Five consecutive street light poles are non-functional in Sunrise Housing Society main lane. Please take immediate action.,Street Lighting
trafic signal hidden behind a massive advertisement billboard near the petrol pump junction. it is worse in this scorching heat.,Traffic Signals
The children's park near our society has overgrown grass and weeds everywhere. Snakes might be there. This is happening near Green Valley Apartments.,Parks & Gardens
an electric pole is leaning dangerously over the road outside the community hospital. big hazard! it is worse causing minor accidents.,Electricity
We need regular trimming of the large tree branches overhanging the pathway inside the park.,Parks & Gardens
"Please resolve this as soon as possible. The bus shelter near the railway station has no roof, commuters have to stand under the heavy rain.",Public Transport
"Please resolve this as soon as possible. Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers.",Street Lighting
an emergency situation has arisen. the tap water is completely muddy and brown today. we can't even use it for washing. looking forward to a speedy resolution.,Water Supply
Municipal sweepers have not cleared the roadside debris for over a fortnight now. It is worse making it unsafe for kids.,Garbage Collection
Power cut during the night time is making it impossible to sleep in this extreme summer heat. Needs fix on the bridge.,Electricity
Urgent attention needed. Municipal sweepers have not cleared the roadside debris for over a fortnight now.,Garbage Collection
Municipal sweepers have not cleared the roadside debris for over a fortnight now. It is worse early in the morning.,Garbage Collection
The lamp post near St. Mary's School has an exposed live wire hanging down. This is an emergency! It is worse with the upcoming festival season.,Street Lighting
"Terrible road conditions on the national highway, causing multiple minor accidents every day. Kindly address this on high priority.",Roads & Potholes
The countdown timer display is completely broken and blacked out at the sector 4 crossing.,Traffic Signals
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard!,Electricity
"The crossing light remains red for too long, causing frustrated drivers to break the rules constantly. This is happening along the commercial market lane.",Traffic Signals
"chemical smoke coming from a small factory inside the residential zone, making it hard to breathe. we pay our taxes regularly for this?",Other
Extremely disappointed with municipal services. The tap water is completely muddy and brown today. We can't even use it for washing.,Water Supply
I want to report that The countdown timer display is completely broken and blacked out at the sector 4 crossing.,Traffic Signals
The city bus tracking app is showing completely wrong timings and live locations for all routes. This is happening on the national highway near the toll booth.,Public Transport
the sewage line is choked and dirty water is overflowing onto the street outside the vegetable market. please take immediate action.,Sewage & Drainage
"the automatic signal system is failing during rush hours, manual intervention is badly needed. the concerned department must check this today.",Traffic Signals
The contractor left the road half-tarred near Green Valley Apartments. Dust is flying everywhere.,Roads & Potholes
Complaining on behalf of all residents. No technician has arrived to fix the underground cable fault near the railway station area.,Electricity
Public washrooms near the central bus stop are absolutely filthy and have no running water. This is happening at the central bus stop.,Other
Benches and open gym equipment are being destroyed by rowdy teenagers late at night in the garden. Needs fix outside the community hospital.,Parks & Gardens
"Dear authorities, please fix this. New LED lights installed are very dim, they do not illuminate the road properly at all.",Street Lighting
Rainwater is not draining away because the storm water drains are full of silt and mud. This is happening near the petrol pump.,Sewage & Drainage
"Extremely disappointed with municipal services. elecricity bill not delivered on time, and now they are charging a heavy late fee penalty.",Electricity
This is a recurring problem. The local park is completely dark after 6 PM because none of the internal lights are operational.,Street Lighting
"New LED lights installed are very dim, they do not illuminate the road properly at all. No one is listening to our requests.",Street Lighting
Extremely disappointed with municipal services. gardn is full of plastic cups and garbage after the local festival event held last weekend.,Parks & Gardens
The local park is completely dark after 6 PM because none of the internal lights are operational. It is worse with the upcoming festival season.,Street Lighting
Kindly look into this issue: Open drain near St. Mary's School is a death trap for young kids. Please cover it immediately.,Sewage & Drainage
"The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. It is worse causing minor accidents.",Public Transport
"The local market area lacks proper CCTV surveillance, leading to multiple pickpocketing incidents. Looking forward to a speedy resolution.",Other
Why is nothing being done about this? All the swings and slides are broken and rusted in the municipal park near St. Mary's School. No one is listening to our requests.,Parks & Gardens
"An emergency situation has arisen. The valve man is not opening the gates properly, some houses get full force while we get nothing. No one is listening to our requests.",Water Supply
A manhole cover is completely missing on the main road near the railway station. Highly dangerous! This is happening near the petrol pump.,Sewage & Drainage
The bus conductors are routinely refusing to issue tickets to students and senior citizens. It is worse in this scorching heat.,Public Transport
Urgent attention needed. Benches and open gym equipment are being destroyed by rowdy teenagers late at night in the garden.,Parks & Gardens
"Very low pressure in the water lines near St. Mary's School, cannot fill our overhead tanks. This is happening near the local children's park.",Water Supply
Urgent attention needed. Foul smell coming from the blocked manhole right next to the community hospital entrance.,Sewage & Drainage
The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market. This is happening near St. Mary's School.,Sewage & Drainage
No door-to-door trash collection in our village for the past one week. Needs fix near St. Mary's School.,Garbage Collection
The entire stretch from the railway station to the market is full of deep patches and potholes. This is happening near the metro station gate.,Roads & Potholes
Reminder for the authority: Open drain near St. Mary's School is a death trap for young kids. Please cover it immediately. No one is listening to our requests.,Sewage & Drainage
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. No one is listening to our requests.",Traffic Signals
No toilet facilities or drinking water available for visitors inside the massive regional park. This is happening in our village square.,Parks & Gardens
"Why is nothing being done about this? The security guard at the municipal garden is always sleeping, and anti-social elements drink alcohol there.",Parks & Gardens
"The water timing was changed without telling us. Now it comes at 2 AM in the night time, this is ridiculous. Looking forward to a speedy resolution.",Water Supply
Power cut during the night time is making it impossible to sleep in this extreme summer heat. It is worse causing minor accidents.,Electricity
"The automatic signal system is failing during rush hours, manual intervention is badly needed. Needs fix near Green Valley Apartments.",Traffic Signals
"The public fountain in the main square garden has stopped working and is now full of stagnant, smelly water. This is happening by the sector 4 intersection.",Parks & Gardens
Stray cattle and dogs have entered the community park because the boundary wall is broken. Please take immediate action.,Parks & Gardens
Reminder for the authority: The public library building has developed major cracks on the walls and needs immediate structural audit.,Other
watar supply cut off without any prior notice in Sunrise Housing Society. Please fix asap.,Water Supply
"Why is nothing being done about this? The automatic signal system is failing during rush hours, manual intervention is badly needed. Please update on the status of this complaint.",Traffic Signals
Power cut during the night time is making it impossible to sleep in this extreme summer heat. This is happening near St. Mary's School.,Electricity
"The road outside the hospital is completely broken, making it extremely dangerous for ambulances. It is worse especially at night time.",Roads & Potholes
Kindly look into this issue: The main fuse box of our street has caught fire due to overloading during the festival lights decoration.,Electricity
Urgent attention needed. Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society.,Other
Public dustbins are completely broken and missing near the railway station area. Needs fix near Green Valley Apartments.,Garbage Collection
"Signals are completely out of sync along the entire commercial market lane, creating a bottleneck. This is happening outside the nursing home.",Traffic Signals
"The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. This is happening behind the government office.",Public Transport
No toilet facilities or drinking water available for visitors inside the massive regional park. Needs fix outside the nursing home.,Parks & Gardens
Highly frustrated with the current state. Power cut during the night time is making it impossible to sleep in this extreme summer heat. No one is listening to our requests.,Electricity
"Garbage bins are overflowing near St. Mary's School, causing a terrible smell for the school children.",Garbage Collection
The air conditioning in the premium city buses is completely broken and blowing hot air in this summer. Needs fix outside the nursing home.,Public Transport
Municipal sweepers have not cleared the roadside debris for over a fortnight now.,Garbage Collection
Why is there no water today? Is there a maintenance work going on near the market? It is worse making it unsafe for kids.,Water Supply
"Extremely disappointed with municipal services. Trees are completely blocking the street lights near the library, making the footpath very dark.",Street Lighting
No supply for forty eight hours in block B. Total crisis situation. This is happening outside the community hospital.,Water Supply
Illegal street vendors have completely encroached upon the footpaths near the railway station. This is completely unacceptable.,Other
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. This is happening in Sunrise Housing Society.,Sewage & Drainage
no toilet facilities or drinking water available for visitors inside the massive regional park. this is happening in our village square.,Parks & Gardens
"This is a recurring problem. publik transport buses are creating heavy black smoke emissions, polluting the entire environment. The concerned department must check this today.",Public Transport
Kindly look into this issue: It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. We pay our taxes regularly for this?,Street Lighting
The timer on the traffic light near St. Needs fix on the bridge.,Traffic Signals
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. Needs fix along the commercial market lane.,Sewage & Drainage
Smell of rotten food coming from the illegal dumping site behind Green Valley Apartments. This is happening by the sector 4 intersection.,Garbage Collection
Five consecutive street light poles are non-functional in Sunrise Housing Society main lane. It's getting worse day by day.,Street Lighting
"Please resolve this as soon as possible. The garbage collection vehicle comes at unpredictable times, sometimes at 5 AM or sometimes not at all.",Garbage Collection
"I want to report that Pls check the main water reservoir near the park, it seems to be overflowing and wasting water.",Water Supply
"Every time it rains, the drains overflow and water enters our houses. We need a permanent solution. Please take immediate action.",Sewage & Drainage
Urgent attention needed. No water supply since yesterday morning. It's tough to manage daily chores.,Water Supply
Both red and green lights are glowing simultaneously at the railway station crossing signal.,Traffic Signals
Benches and open gym equipment are being destroyed by rowdy teenagers late at night in the garden. It is worse during heavy rains yesterday.,Parks & Gardens
Frequent load shedding every single day during children's exam preparation time. This is unfair. It is worse during heavy rains yesterday.,Electricity
public dustbins are completely broken and missing near the railway station area. it has been happening for a long time.,Garbage Collection
"Writing this out of absolute desperation. Signals are completely out of sync along the entire commercial market lane, creating a bottleneck. Looking forward to a speedy resolution.",Traffic Signals
Dark spots near the bus stop are encouraging anti-social elements to gather there every evening. It is worse early in the morning.,Street Lighting
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark.",Parks & Gardens
Metro feeder buses are charging excess fares from passengers illegally during the festival season.,Public Transport
Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt. This is happening right outside the railway station.,Roads & Potholes
"public buses are dangerously overcrowded, people are hanging out of the footboard during peak hours. needs fix outside the community hospital.",Public Transport
"No regular watering of plants in the central public garden, all the beautiful flowers are dying. No one is listening to our requests.",Parks & Gardens
"New LED lights installed are very dim, they do not illuminate the road properly at all. It is worse over the weekend.",Street Lighting
Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt.,Roads & Potholes
"Our entire locality is suffering. Signals are completely out of sync along the entire commercial market lane, creating a bottleneck.",Traffic Signals
Urgent attention needed. gardn is full of plastic cups and garbage after the local festival event held last weekend. Please take immediate action.,Parks & Gardens
"The commercial market area is flooded with smelly sewer water, customers cannot enter shops. It is worse which is an emergency situation.",Sewage & Drainage
Kindly look into this issue: The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market.,Sewage & Drainage
The local park is completely dark after 6 PM because none of the internal lights are operational. It is worse in this scorching heat.,Street Lighting
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. Needs fix along the commercial market lane.",Other
No supply for forty eight hours in block B. Total crisis situation. It is worse causing minor accidents.,Water Supply
No supply for forty eight hours in block B. Total crisis situation. Kindly address this on high priority.,Water Supply
Kindly look into this issue: Frequent signal failures at the major intersection are leading to multiple near-miss accidents every day.,Traffic Signals
frequent signal failures at the major intersection are leading to multiple near-miss accidents every day. this is happening outside the community hospital.,Traffic Signals
Public washrooms near the central bus stop are absolutely filthy and have no running water. This is happening near St. Mary's School.,Other
The street inside our housing society entrance is completely worn out. Senior citizens cannot walk safely. Hoping for a quick response.,Roads & Potholes
"Buses are running extremely late, I had to wait for more than an hour to go to the hospital. Hoping for a quick response.",Public Transport
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. This needs to be fixed before an accident happens.",Traffic Signals
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot. Needs fix near the Hanuman temple.,Other
Frequent voltage fluctuations are damaging home appliances like refrigerators and ACs near the market. This is happening by the main vegetable market.,Electricity
"The drainage construction work was left incomplete, leaving a massive open trench near the highway.",Sewage & Drainage
"Unmarked speed breakers near the children's park are a major safety hazard, especially at night time. This is completely unacceptable.",Roads & Potholes
People are dumping trash right outside the community hospital gate. It is a massive health hazard.,Garbage Collection
"Trees are completely blocking the street lights near the library, making the footpath very dark. This is happening at the central bus stop.",Street Lighting
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! This is happening near the public library.,Electricity
"elecricity bill not delivered on time, and now they are charging a heavy late fee penalty. No one is listening to our requests.",Electricity
The electricity transformer near St. Needs fix near Green Valley Apartments.,Electricity
"we requested new street lights for our village road six months ago, but still nothing has been done. we pay our taxes regularly for this?",Street Lighting
The city bus tracking app is showing completely wrong timings and live locations for all routes. Needs fix near Green Valley Apartments.,Public Transport
"Street lights outside our apartment have stopped working, making it completely dark at night. It is worse in this scorching heat.",Street Lighting
The street inside our housing society entrance is completely worn out. Senior citizens cannot walk safely.,Roads & Potholes
"Kindly look into this issue: Public buses are dangerously overcrowded, people are hanging out of the footboard during peak hours.",Public Transport
"Dear authorities, please fix this. Water pipe burst on the main road outside the community hospital, thousands of liters being wasted right now! Looking forward to a speedy resolution.",Water Supply
reminder for the authority: the seats inside the public transport buses are torn and filthy. no maintenance at all. the concerned department must check this today.,Public Transport
Why is nothing being done about this? Five consecutive street light poles are non-functional in Sunrise Housing Society main lane. It's getting worse day by day.,Street Lighting
Please resolve this as soon as possible. The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market.,Sewage & Drainage
Unannounced power outage since 10 AM in Sunrise Housing Society. Needs fix along the commercial market lane.,Electricity
"The crossing light remains red for too long, causing frustrated drivers to break the rules constantly. Needs fix by the sector 4 intersection.",Traffic Signals
I want to report that Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored?,Electricity
trafic signal hidden behind a massive advertisement billboard near the petrol pump junction. It has been happening for a long time.,Traffic Signals
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot. Needs fix right outside the railway station.,Other
please take strict action. deep ditches on the corner of the market lane are causing vehicles to get stuck frequently.,Roads & Potholes
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark. Needs fix at the central bus stop.",Parks & Gardens
An emergency situation has arisen. Potholes on the flyover are causing massive traffic jams during peak morning rush hours. Kindly address this on high priority.,Roads & Potholes
"Dear authorities, please fix this. We are getting water for only 10 minutes in the morning. How are we supposed to survive in this heat?",Water Supply
Writing this out of absolute desperation. The entire street is littered with plastic bags after the weekend festival celebration.,Garbage Collection
"stray cattle are sitting in the middle of the national highway, causing massive traffic hazards. it is worse during heavy rains yesterday.",Other
Potholes on the flyover are causing massive traffic jams during peak morning rush hours. This is happening near the metro station gate.,Roads & Potholes
"Reminder for the authority: Pls check the main water reservoir near the park, it seems to be overflowing and wasting water.",Water Supply
The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market. This is happening by the main vegetable market.,Sewage & Drainage
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is happening near the Hanuman temple.,Traffic Signals
Street lights remain turned ON during the entire afternoon. Needs fix in Sunrise Housing Society.,Street Lighting
The digital electricity meter is running exceptionally fast and generating highly inflated bills. This is happening in Sunrise Housing Society.,Electricity
Unauthorized vehicle parking on both sides of the narrow lane is blocking the entry of fire engines. This needs to be fixed before an accident happens.,Other
"urgent attention needed. every time it rains, the drains overflow and water enters our houses. we need a permanent solution. kindly address this on high priority.",Sewage & Drainage
"Chemical smoke coming from a small factory inside the residential zone, making it hard to breathe. It is worse which is an emergency situation.",Other
Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. It is worse early in the morning.,Sewage & Drainage
Reminder for the authority: Unauthorized vehicle parking on both sides of the narrow lane is blocking the entry of fire engines. This needs to be fixed before an accident happens.,Other
Frequent load shedding every single day during children's exam preparation time. This is unfair. Looking forward to a speedy resolution.,Electricity
the bus conductors are routinely refusing to issue tickets to students and senior citizens. this is completely unacceptable.,Public Transport
Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored? It's getting worse day by day.,Electricity
monkeys are entering houses and creating a huge menace for residents in sunrise housing society. needs fix by the sector 4 intersection.,Other
"The walking track inside the park is completely broken, causing senior citizens to trip and fall. Needs fix outside the nursing home.",Parks & Gardens
The road has completely caved in near the metro station due to the recent drainage work.,Roads & Potholes
"The automatic signal system is failing during rush hours, manual intervention is badly needed. Kindly address this on high priority.",Traffic Signals
The seats inside the public transport buses are torn and filthy. No maintenance at all. This is happening at the central bus stop.,Public Transport
"The public fountain in the main square garden has stopped working and is now full of stagnant, smelly water. This is happening near the petrol pump.",Parks & Gardens
Urgent attention needed. Frequent voltage fluctuations are damaging home appliances like refrigerators and ACs near the market. We pay our taxes regularly for this?,Electricity
The green belt area along the highway is being encroached upon by illegal vehicle parking. This is happening in our village square.,Parks & Gardens
The blinking yellow cautionary light is not working during late night hours at the dangerous curve.,Traffic Signals
"Terrible road conditions on the national highway, causing multiple minor accidents every day.",Roads & Potholes
Public washrooms near the central bus stop are absolutely filthy and have no running water. This is happening outside the nursing home.,Other
Dark spots near the bus stop are encouraging anti-social elements to gather there every evening. No one is listening to our requests.,Street Lighting
"Why is nothing being done about this? Buses are running extremely late, I had to wait for more than an hour to go to the hospital. No one is listening to our requests.",Public Transport
Power cut during the night time is making it impossible to sleep in this extreme summer heat. It is worse during peak rush hours.,Electricity
No water since last 3 days in our village area. The tankers are charging too much money. This is happening by the sector 4 intersection.,Water Supply
stret lights not working since last monday near the local market zone. This is happening along the commercial market lane.,Street Lighting
Writing this out of absolute desperation. An electric pole is leaning dangerously over the road outside the community hospital. Big hazard!,Electricity
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix in Sunrise Housing Society.,Public Transport
The tap water is completely muddy and brown today. Needs fix near Green Valley Apartments.,Water Supply
"The road outside the hospital is completely broken, making it extremely dangerous for ambulances.",Roads & Potholes
Huge pile of waste collecting near the central bus stop. Dogs and cows are scattering it everywhere. It is worse with the upcoming festival season.,Garbage Collection
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. It's getting worse day by day.",Other
An emergency situation has arisen. The road has completely caved in near the metro station due to the recent drainage work. It has been happening for a long time.,Roads & Potholes
Why is nothing being done about this? Illegal construction work going on without building permission behind Green Valley Apartments. No one is listening to our requests.,Other
"Reckless driving by the municipal bus driver near St. Mary's School, almost hit a cyclist today. It is worse in this scorching heat.",Public Transport
Main pipeline leaking near the railway station. Water is flooding the nearby shops.,Water Supply
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is happening on the national highway near the toll booth.,Traffic Signals
Please take strict action. No power for the last 12 hours in our village. Customer care number is continuously busy or switched off.,Electricity
"publik transport buses are creating heavy black smoke emissions, polluting the entire environment.",Public Transport
"Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers.",Street Lighting
"An emergency situation has arisen. The road outside the hospital is completely broken, making it extremely dangerous for ambulances. This needs to be fixed before an accident happens.",Roads & Potholes
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark. This is happening near the petrol pump.",Parks & Gardens
"elecricity bill not delivered on time, and now they are charging a heavy late fee penalty. Needs fix near the Hanuman temple.",Electricity
I want to report that The children's park near our society has overgrown grass and weeds everywhere. Snakes might be there.,Parks & Gardens
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. It is worse during peak rush hours.",Other
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. Looking forward to a speedy resolution.,Sewage & Drainage
The garbage truck has not visited our area for four days. The stench is unbearable. It is worse during heavy rains yesterday.,Garbage Collection
an electric pole is leaning dangerously over the road outside the community hospital. big hazard! looking forward to a speedy resolution.,Electricity
The road has completely caved in near the metro station due to the recent drainage work. This is happening near the public library.,Roads & Potholes
Huge potholes have formed near the main vegetable market after the heavy rains yesterday.,Roads & Potholes
"Trees are completely blocking the street lights near the library, making the footpath very dark. Needs fix near the petrol pump.",Street Lighting
"I want to report that The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in. This needs to be fixed before an accident happens.",Sewage & Drainage
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. The concerned department must check this today.",Other
loud speaker noise during festival is crossing all permissible decibel limits near school zone. Please update on the status of this complaint.,Other
Street lights remain turned ON during the entire afternoon. Needs fix near the petrol pump.,Street Lighting
the blinking yellow cautionary light is not working during late night hours at the dangerous curve. it is worse especially at night time.,Traffic Signals
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. It is worse with the upcoming festival season.,Street Lighting
Public washrooms near the central bus stop are absolutely filthy and have no running water.,Other
Bus drivers are rude and refuse to stop for disabled passengers at the designated stops. Needs fix near Green Valley Apartments.,Public Transport
"The valve man is not opening the gates properly, some houses get full force while we get nothing. Needs fix near the Hanuman temple.",Water Supply
Extremely disappointed with municipal services. Someone dumped electronic waste and old furniture right on the pavement near the market. No one is listening to our requests.,Garbage Collection
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. This is happening right outside the railway station.",Traffic Signals
Illegal street vendors have completely encroached upon the footpaths near the railway station. It is worse making it unsafe for kids.,Other
"our entire locality is suffering. the drainage construction work was left incomplete, leaving a massive open trench near the highway.",Sewage & Drainage
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead.,Street Lighting
Extremely disappointed with municipal services. Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt.,Roads & Potholes
The air conditioning in the premium city buses is completely broken nd blowing hot air in this summer. Needs fix near St. Mary's School.,Public Transport
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! Please update on the status of this complaint.,Electricity
A manhole cover is completely missing on the main road near the railway station. Highly dangerous!,Sewage & Drainage
"An emergency situation has arisen. Contaminated water coming from municipal lines, smells like sewage. People in our society are falling sick.",Water Supply
All the swings and slides are broken and rusted in the municipal park near St. Mary's School.,Parks & Gardens
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. Looking forward to a speedy resolution.,Traffic Signals
rod is full of potholes near school zone. very dangerous for kids. This is happening in Sunrise Housing Society.,Roads & Potholes
The green belt area along the highway is being encroached upon by illegal vehicle parking. Needs fix in our village square.,Parks & Gardens
Deep ditches on the corner of the market lane are causing vehicles to get stuck frequently. Hoping for a quick response.,Roads & Potholes
Our entire locality is suffering. Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt. It has been happening for a long time.,Roads & Potholes
"Chemical smoke coming from a small factory inside the residential zone, making it hard to breathe.",Other
I want to report that gargabe truck driver driving very recklessly inside the residential complex lines. It's getting worse day by day.,Garbage Collection
"The valve man is not opening the gates properly, some houses get full force while we get nothing. Needs fix right outside the railway station.",Water Supply
The digital electricity meter is running exceptionally fast and generating highly inflated bills.,Electricity
Why is nothing being done about this? The road has completely caved in near the metro station due to the recent drainage work. No one is listening to our requests.,Roads & Potholes
Benches and open gym equipment are being destroyed by rowdy teenagers late at night in the garden. Needs fix near St. Mary's School.,Parks & Gardens
"Our entire locality is suffering. The road outside the hospital is completely broken, making it extremely dangerous for ambulances.",Roads & Potholes
"urgent attention needed. chemical smoke coming from a small factory inside the residential zone, making it hard to breathe.",Other
"The local market area lacks proper CCTV surveillance, leading to multiple pickpocketing incidents. Kindly address this on high priority.",Other
The bus conductors are routinely refusing to issue tickets to students and senior citizens. It is worse with the upcoming festival season.,Public Transport
An emergency situation has arisen. Municipal sweepers have not cleared the roadside debris for over a fortnight now.,Garbage Collection
The solar power grid integration is failing repeatedly in Green Valley Apartments block. It is worse during peak rush hours.,Electricity
"The walking track inside the park is completely broken, causing senior citizens to trip and fall. This is happening near Green Valley Apartments.",Parks & Gardens
An emergency situation has arisen. rod is full of potholes near school zone. very dangerous for kids. No one is listening to our requests.,Roads & Potholes
A manhole cover is completely missing on the main road near the railway station. Highly dangerous! Looking forward to a speedy resolution.,Sewage & Drainage
The tap water is completely muddy and brown today. We can't even use it for washing.,Water Supply
No water since last 3 days in our village area. The tankers are charging too much money. This is happening outside the community hospital.,Water Supply
The gutters are completely clogged with plastic and garbage near the central bus stop. This is happening in our village square.,Sewage & Drainage
The public library building has developed major cracks on the walls and needs immediate structural audit. It is worse during peak rush hours.,Other
The blinking yellow cautionary light is not working during late night hours at the dangerous curve. It is worse which is an emergency situation.,Traffic Signals
no power for the last 12 hours in our village. customer care number is continuously busy or switched off. please update on the status of this complaint.,Electricity
Power cut during the night time is making it impossible to sleep in this extreme summer heat. It's getting worse day by day.,Electricity
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot.,Other
Huge pile of waste collecting near the central bus stop. Dogs and cows are scattering it everywhere. It is worse which is an emergency situation.,Garbage Collection
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix in the residential block C.,Public Transport
Reminder for the authority: Our entire phase is down while the opposite side of the road has full power supply. Please check. Hoping for a quick response.,Electricity
Writing this out of absolute desperation. Rainwater is not draining away because the storm water drains are full of silt and mud. The concerned department must check this today.,Sewage & Drainage
Urgent attention needed. Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society. This needs to be fixed before an accident happens.,Other
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix on the national highway near the toll booth.,Electricity
Extremely disappointed with municipal services. Our entire phase is down while the opposite side of the road has full power supply. Please check. It has been happening for a long time.,Electricity
The sweepers are burning dry leaves and plastic waste in the open near the public park. Needs fix near the petrol pump.,Garbage Collection
"The commercial market area is flooded with smelly sewer water, customers cannot enter shops. This is happening near the Hanuman temple.",Sewage & Drainage
The entire locality is flooded with drainage water after the heavy rains yesterday morning. Needs fix along the commercial market lane.,Sewage & Drainage
No power for the last 12 hours in our village. Customer care number is continuously busy or switched off. Please take immediate action.,Electricity
"Extremely disappointed with municipal services. Signals are completely out of sync along the entire commercial market lane, creating a bottleneck. Please take immediate action.",Traffic Signals
Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. This is happening near the metro station gate.,Sewage & Drainage
Rainwater is not draining away because the storm water drains are full of silt and mud. Needs fix outside the nursing home.,Sewage & Drainage
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix on the bridge.,Electricity
an electric pole is leaning dangerously over the road outside the community hospital. big hazard! this is happening near the metro station gate.,Electricity
"The local market area lacks proper CCTV surveillance, leading to multiple pickpocketing incidents. It is worse making it unsafe for kids.",Other
An emergency situation has arisen. Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored?,Electricity
"Our entire locality is suffering. Loudspeakers are playing high-volume music past midnight near the hospital zone, disturbing patients. This is completely unacceptable.",Other
our entire locality is suffering. the green belt area along the highway is being encroached upon by illegal vehicle parking. it has been happening for a long time.,Parks & Gardens
Rainwater is not draining away because the storm water drains are full of silt and mud. No one is listening to our requests.,Sewage & Drainage
Both red and green lights are glowing simultaneously at the railway station crossing signal. Hoping for a quick response.,Traffic Signals
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. This is happening near the local children's park.,Street Lighting
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. This is happening near the public library.,Sewage & Drainage
"Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers. No one is listening to our requests.",Street Lighting
"The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. This is happening right outside the railway station.",Public Transport
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! It is worse with the upcoming festival season.,Electricity
Please take strict action. The city bus tracking app is showing completely wrong timings and live locations for all routes. Kindly address this on high priority.,Public Transport
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. It's getting worse day by day.,Street Lighting
The air conditioning in the premium city buses is completely broken and blowing hot air in this summer.,Public Transport
The local park is completely dark after 6 PM because none of the internal lights are operational. Needs fix near the local children's park.,Street Lighting
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix along the commercial market lane.,Public Transport
Kindly look into this issue: Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. It has been happening for a long time.,Sewage & Drainage
Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society. This is happening near St. Mary's School.,Other
The lamp post near St. Mary's School has an exposed live wire hanging down. This is an emergency! Please update on the status of this complaint.,Street Lighting
No water since last 3 days in our village area. The tankers are charging too much money. No one is listening to our requests.,Water Supply
The blinking yellow cautionary light is not working during late night hours at the dangerous curve. Hoping for a quick response.,Traffic Signals
"Dear authorities, please fix this. Five consecutive street light poles are non-functional in Sunrise Housing Society main lane.",Street Lighting
The power company workers left the high-voltage junction box completely unlocked and open to kids. Needs fix near Green Valley Apartments.,Electricity
