"complaint","department"
"street light number 14 near near the vegetable mandi keeps blinking on and off, very annoying and unsafe","Street Lighting"
"The water meter Green Valley Society is showing wrong readings and our bill has doubled.","Water Supply"
"There is a dangerous ditch near the vegetable mandi that is not covered or marked with any warning sign.","Roads & Potholes"
"An unauthorized religious structure has come up overnight outside City Hospital, blocking half the road.","Other"
"The signal near the government hospital was knocked down by a truck last week and has not been replaced.","Traffic Signals"
"During night hours the signal near the bus depot should blink amber but instead it stays completely off.","Traffic Signals"
"Our electricity bill in Old Town market shows an abnormally high reading despite minimal usage this month.","Electricity"
"The pedestrian crossing signal near Gandhi Chowk does not work, it's very risky for elderly people.","Traffic Signals"
"The electric junction box in Rampur village is open and exposed, a serious hazard for passersby.","Electricity"
"During night hours the signal behind the community hall should blink amber but instead it stays completely off.","Traffic Signals"
"There is no traffic signal at the busy junction in Old Town market, accidents happen almost every week.","Traffic Signals"
"There is no public information center MG Road to help new residents with municipal services.","Other"
"pls do something, garbage smell is entering our house near in front of the primary health centre its disgusting","Garbage Collection"
"The road near the market outside City Hospital has sunk badly, trucks cannot pass through anymore.","Roads & Potholes"
"the signal in front of Ambedkar Park shows green in all directions at once, this is very confusing and unsafe","Traffic Signals"
"The water meter outside City Hospital is showing wrong readings and our bill has doubled.","Water Supply"
"The nala near in front of our apartment building has not been desilted before the monsoon season this year.","Sewage & Drainage"
"An abandoned building near Gandhi Chowk has become a hotspot for illegal activities at night.","Other"
"During night hours the signal near the government hospital should blink amber but instead it stays completely off.","Traffic Signals"
"The cemetery Green Valley Society is overgrown and poorly maintained, families find it hard to visit.","Other"
"The public library near the temple has been closed for renovation for over a year with no updates.","Other"
"We request urgent repair of the crater-like pothole at the bus stop on Church Street, an elderly man fell into it yesterday.","Roads & Potholes"
"There has been complete darkness in front of Ambedkar Park for over two weeks now, please send an electrician.","Street Lighting"
"Students from near the church junction are missing school because the morning bus never arrives on time.","Public Transport"
"We request a permanent solution for garbage disposal Shanti Nagar instead of irregular pickups.","Garbage Collection"
"A group of anti-social elements gathers near the metro station every night and creates a nuisance.","Other"
"The garbage dump near the vegetable mandi is right next to the school, children have to breathe the stink daily.","Garbage Collection"
"please increase the number of buses on this route, its always packed near behind the fish market","Public Transport"
"The signal behind the fish market was knocked down by a truck last week and has not been replaced.","Traffic Signals"
"A stray cattle herd roams freely near St. Mary's convent school, causing traffic disruptions and damaging crops.","Other"
"Frequent power cuts outside City Hospital are damaging our appliances due to voltage fluctuation.","Electricity"
"The flower beds in the park Sector 12 have been trampled and destroyed by unauthorized events.","Parks & Gardens"
"Tar has washed away completely from the road on the flyover near Sector 9, only stones remain now.","Roads & Potholes"
"The underground cable near near the panchayat office was damaged during road digging and power has been out since.","Electricity"
"The feeder bus service to the metro station near the vegetable mandi has been discontinued without explanation.","Public Transport"
"The signal near the railway crossing behind the community hall does not sync properly with the gate timings.","Traffic Signals"
"We request urgent repair of the crater-like pothole near St. Mary's convent school, an elderly man fell into it yesterday.","Roads & Potholes"
"The open gym equipment near the bus depot is rusted and some machines are completely non-functional.","Parks & Gardens"
"Cows and stray animals are eating from the open garbage dump in front of Ambedkar Park daily.","Garbage Collection"
"The road near the market near the metro station has sunk badly, trucks cannot pass through anymore.","Roads & Potholes"
"Rats and cockroaches are coming from the open drain near the railway station into our homes.","Sewage & Drainage"
"The lamp post on Ring Road is leaning dangerously and could fall on passing vehicles anytime.","Street Lighting"
"After the recent rains, the road in front of our apartment building has turned into a muddy mess with deep potholes.","Roads & Potholes"
"The bus stop sign in front of our apartment building has faded completely, new commuters can't identify the stop.","Public Transport"
"School buses find it very difficult to navigate the potholed road close to the fire station every morning.","Roads & Potholes"
"The community hall near Lotus Apartments has been encroached upon and is being used for illegal parking.","Other"
"Every year during the rains the same drain outside the mosque chokes up, this needs a permanent fix.","Sewage & Drainage"
"During the festival, extra waste was generated but no additional collection was arranged near the railway station.","Garbage Collection"
"The last mile connectivity from the station Shanti Nagar to residential areas is extremely poor.","Public Transport"
"Drainage water is stagnant Rajpuri village, breeding mosquitoes and causing a terrible stench.","Sewage & Drainage"
"the drain near on Station Road is blocked with plastic and overflowing into our compound","Sewage & Drainage"
"The railway station outside the mosque lacks proper announcements, passengers keep missing their trains.","Public Transport"
"There is no watchman at the park behind the fish market anymore, and anti-social elements gather there.","Parks & Gardens"
"There is no dustbin in the entire park outside City Hospital, visitors just throw waste on the grass.","Parks & Gardens"
"The drainage cover in front of our apartment building has been broken for months, exposing raw sewage to the open air.","Sewage & Drainage"
"Overcrowded buses on the behind the fish market route are becoming unsafe, especially during rush hour.","Public Transport"
"the signal near the vegetable mandi shows green in all directions at once, this is very confusing and unsafe","Traffic Signals"
"The new LED streetlights installed close to the college gate stopped working within a month.","Street Lighting"
"The electric junction box close to the college gate is open and exposed, a serious hazard for passersby.","Electricity"
"We request CCTV cameras to be installed at the railway crossing due to increasing theft incidents recently.","Other"
"The garbage collector demands extra money for pickup Shanti Nagar, otherwise he skips our house.","Garbage Collection"
"An electric pole Sector 12 is leaning dangerously after the storm, risk of it falling anytime.","Electricity"
"The nala near near Gandhi Chowk has not been desilted before the monsoon season this year.","Sewage & Drainage"
"Someone is dumping slaughterhouse waste near the park Rajpuri village, it's extremely unhygienic.","Garbage Collection"
"There has been a power outage in front of our apartment building for the last five days, and no one has come to check the transformer.","Electricity"
"There is a huge pothole in front of Ambedkar Park that caused a two-wheeler accident last night.","Roads & Potholes"
"The e-ticketing machine at near the bus depot station has been out of order for over a month now.","Public Transport"
"Illegal water tapping by a nearby factory is reducing pressure for households in Kalyan Nagar.","Water Supply"
"During Diwali the lights near the bus depot were working, but they have been off ever since.","Street Lighting"
"Flies and mosquitoes are breeding in the garbage heap on the service road, we fear disease outbreak.","Garbage Collection"
"There is a foul smell coming from the uncollected garbage near Lotus Apartments, it's unbearable.","Garbage Collection"
"The new apartment block on the service road still has no official water connection even after six months.","Water Supply"
"The cemetery behind the fish market is overgrown and poorly maintained, families find it hard to visit.","Other"
"the sprinkler system in garden close to the college gate is broken so all the grass has dried up completely","Parks & Gardens"
"Traffic police are absent near the metro station and the broken signal is causing severe congestion.","Traffic Signals"
"There is a foul smell coming from the uncollected garbage at the railway crossing, it's unbearable.","Garbage Collection"
"why is water supply cut every single day Lakeview Apartments without any notice given to us","Water Supply"
"Frequent power cuts at the railway crossing are damaging our appliances due to voltage fluctuation.","Electricity"
"Kids' play area near St. Mary's convent school has broken slides with sharp edges, very dangerous for children.","Parks & Gardens"
"garbage van comes very late at night in Old Town market and disturbs everyone with the noise","Garbage Collection"
"We request a permanent solution for garbage disposal outside the mosque instead of irregular pickups.","Garbage Collection"
"The public garden near the vegetable mandi lacks proper fencing, stray cattle keep entering and damaging plants.","Parks & Gardens"
"The market street in Phase 2 of Divine Enclave society goes completely dark after 8pm, shopkeepers are worried about theft.","Street Lighting"
"Please add a left-turn signal at Shanti Nagar to reduce the constant congestion during office hours.","Traffic Signals"
"Encroachment near the park boundary on Station Road has reduced the play area for children.","Parks & Gardens"
"Commuters at near the church junction have been complaining about rash driving by local bus drivers.","Public Transport"
"Waste water from the sewage treatment plant is leaking into the nearby pond on Station Road.","Sewage & Drainage"
"The market area Shanti Nagar generates huge waste daily but there is no proper disposal system.","Garbage Collection"
"Disabled passengers struggle at the bus stop behind the fish market due to lack of ramps or assistance.","Public Transport"
"There is a foul smell coming from the uncollected garbage on the service road, it's unbearable.","Garbage Collection"
"We request a dedicated bus lane near on Station Road to reduce delays during office hours.","Public Transport"
"street light number 14 near in the slum area behind our society keeps blinking on and off, very annoying and unsafe","Street Lighting"
"Flies and mosquitoes are breeding in the garbage heap Rajpuri village, we fear disease outbreak.","Garbage Collection"
"There is no public information center behind the fish market to help new residents with municipal services.","Other"
"The meter reading outside the mosque was never taken this quarter, yet we got an estimated bill that's too high.","Electricity"
"The water supply timing has changed suddenly and nobody informed the residents near the church junction.","Water Supply"
"The bridge approach road outside City Hospital has sunk in the middle and cars are scraping their base.","Roads & Potholes"
"Please increase the frequency of water tanker visits to near the vegetable mandi, once a week is not enough.","Water Supply"
"The sewage line near the panchayat office has overflowed and dirty water is flooding the street.","Sewage & Drainage"
"We are getting muddy and smelly water in our taps on Ring Road. Kindly resolve this ASAP.","Water Supply"
"we have complained many times about flickering lights near on the flyover near Sector 9 but no action taken yet","Electricity"
"We need a signal at the intersection near at the railway crossing, it is extremely dangerous during school hours.","Traffic Signals"
"There is no power backup at the hospital near the bus depot during outages, this endangers patients.","Electricity"
"Repeated patchwork on the road near Gandhi Chowk keeps washing away within days of every rain.","Roads & Potholes"
"Traffic police are absent near Lotus Apartments and the broken signal is causing severe congestion.","Traffic Signals"
"The factory area near near the metro station draws excess power, causing dim lighting in nearby homes.","Electricity"
"The signal timing on the service road is too short, pedestrians cannot cross in time.","Traffic Signals"
"The public toilet Sector 12 is in an extremely unhygienic condition and has no water supply.","Other"
"Garbage bags are torn open by dogs at the railway crossing every night, spreading trash all over the lane.","Garbage Collection"
"During peak hours the traffic light near St. Mary's convent school malfunctions and creates chaos on the road.","Traffic Signals"
"During heavy rains the drains in Old Town market overflow within minutes causing severe flooding.","Sewage & Drainage"
"The drain outside the hospital at the bus stop on Church Street is overflowing and creating unhygienic surroundings for patients.","Sewage & Drainage"
"There is stagnant sewage water on the highway bypass road right next to the children's play area, very unsafe.","Sewage & Drainage"
"School buses find it very difficult to navigate the potholed road in Old Town market every morning.","Roads & Potholes"
"There is a dangerous ditch close to the fire station that is not covered or marked with any warning sign.","Roads & Potholes"
"Loud construction work in Kalyan Nagar continues even during late night hours, disturbing residents' sleep.","Other"
"Senior citizens have no shaded seating area in the park near the vegetable mandi during hot afternoons.","Parks & Gardens"
"Rats and cockroaches are coming from the open drain close to the fire station into our homes.","Sewage & Drainage"
"There are no streetlights or road markings on the newly built road MG Road, very risky at night.","Roads & Potholes"
"An electrical fault in the traffic signal in the slum area behind our society caused a short circuit spark last evening.","Traffic Signals"
"The water meter near St. Mary's convent school is showing wrong readings and our bill has doubled.","Water Supply"
"Sewage water has entered ground floor homes in Nehru Colony after last night's heavy rain.","Sewage & Drainage"
"The dumping ground near Shanti Nagar is overflowing and residents are complaining of the stench.","Garbage Collection"
"The traffic signal close to the fire station is hidden behind an overgrown tree, drivers can't see it in time.","Traffic Signals"
"The whole colony Shanti Nagar has been without power since last evening due to a tripped line.","Electricity"
"There have been three accidents this month at the junction in Rampur village due to the faulty signal.","Traffic Signals"
"Overgrown grass and weeds have taken over the garden Green Valley Society, it hasn't been maintained in months.","Parks & Gardens"
"The children's park close to the college gate has broken swings and rusty equipment that could hurt kids.","Parks & Gardens"
"Please install a traffic signal near the school in front of Ambedkar Park, children struggle to cross the road.","Traffic Signals"
"The park pathway lights near the bus depot are all switched off, making evening walks unsafe for elderly people.","Street Lighting"
"Auto and cab drivers near in front of our apartment building refuse to go by meter and overcharge passengers.","Public Transport"
"Please add more seating at the bus terminus near Lotus Apartments, elderly passengers have to stand for hours.","Public Transport"
"The e-ticketing machine at near Lotus Apartments station has been out of order for over a month now.","Public Transport"
"Bus drivers on the at the bus stop on Church Street route skip stops during rain, leaving passengers waiting for hours.","Public Transport"
"The traffic signal in front of Ambedkar Park has not been working for several months, causing massive jams.","Traffic Signals"
"The lamp post near the railway station is leaning dangerously and could fall on passing vehicles anytime.","Street Lighting"
"Half the streetlights on the highway stretch in front of the primary health centre are non-functional, very risky for drivers.","Street Lighting"
"Tar has washed away completely from the road near the railway station, only stones remain now.","Roads & Potholes"
"The water tanker did not come to in front of the primary health centre for the last five days, and we have run out of drinking water.","Water Supply"
"The footpath near the government hospital is broken and pedestrians are forced to walk on the busy road.","Roads & Potholes"
"The factory area near Green Valley Society draws excess power, causing dim lighting in nearby homes.","Electricity"
"Unregulated firecracker stalls near Lakeview Apartments pose a serious fire risk during the festival season.","Other"
"The lake inside the garden close to the fire station is filled with plastic waste and looks neglected.","Parks & Gardens"
"bus stop shelter near Sector 12 is broken and we have to stand in the rain every day","Public Transport"
"Water is not reaching the upper floors of our building near the government hospital due to low pressure.","Water Supply"
"The streetlight transformer outside the mosque has been sparking intermittently for the last two nights.","Electricity"
"We request a permanent solution for garbage disposal MG Road instead of irregular pickups.","Garbage Collection"
"Sewage water is mixing with the rainwater drain close to the college gate, creating unhygienic conditions.","Sewage & Drainage"
"Half the streetlights on the highway stretch near the panchayat office are non-functional, very risky for drivers.","Street Lighting"
"A large pit has formed Lakeview Apartments due to a burst pipeline and it is a danger for vehicles.","Roads & Potholes"
"A large pit has formed outside City Hospital due to a burst pipeline and it is a danger for vehicles.","Roads & Potholes"
"there is a dead animal lying on the road near in front of Ambedkar Park since two days, please remove it","Other"
"Overloaded shared autos near in front of the primary health centre are extremely unsafe, especially for women travelling alone.","Public Transport"
"The drain outside the hospital near the temple is overflowing and creating unhygienic surroundings for patients.","Sewage & Drainage"
"The water meter on the flyover near Sector 9 is showing wrong readings and our bill has doubled.","Water Supply"
"please increase the number of buses on this route, its always packed near in Kalyan Nagar","Public Transport"
"The jogging track lights on Station Road are not working, making evening exercise unsafe.","Parks & Gardens"
"After last night's storm, the traffic light behind the community hall went completely dark and stayed that way.","Traffic Signals"
"The e-ticketing machine at on the highway bypass road station has been out of order for over a month now.","Public Transport"
"There is no dustbin in the entire park at the railway crossing, visitors just throw waste on the grass.","Parks & Gardens"
"The metro service near on the service road has been irregular, with long gaps between trains lately.","Public Transport"
"A live wire fell on the road near St. Mary's convent school during the storm, we fear someone could get electrocuted.","Electricity"
"Noise pollution from the loudspeaker at the temple in front of the primary health centre continues late into the night.","Other"
"The old banyan tree on the highway bypass road is diseased and its branches keep falling on passing vehicles.","Other"
"There is no proper road connecting our village to the highway, only mud and stones.","Roads & Potholes"
"Trees in the park near Sunrise Public School have not been trimmed and branches are falling during storms.","Parks & Gardens"
"Illegal parking inside the park premises in Rampur village has damaged the lawn badly.","Parks & Gardens"
"The public toilet on the service road is in an extremely unhygienic condition and has no water supply.","Other"
"The lighting at the bus stop in Nehru Colony has failed and commuters wait in complete darkness.","Street Lighting"
"After the recent road widening work in front of Ambedkar Park, the streetlights were never reinstalled.","Street Lighting"
"After the pipeline repair on the highway bypass road, sewage is now leaking straight onto the main road.","Sewage & Drainage"
"There is a burning smell coming from the electric pole in Phase 2 of Divine Enclave society, please send someone immediately.","Electricity"
"pls fix the road asap, near in Rampur village it is like a river of mud when it rains","Roads & Potholes"
"There is no traffic signal at the busy junction on Ring Road, accidents happen almost every week.","Traffic Signals"
"please add more plants and flowers in the park near Sunrise Public School, it looks very neglected now","Parks & Gardens"
"During the recent heatwave the water tanker stopped coming Rajpuri village altogether.","Water Supply"
"Exposed electrical wires on Ring Road are hanging low, extremely dangerous for children playing nearby.","Electricity"
"The park in the industrial area has become a dumping ground for construction debris from nearby buildings.","Parks & Gardens"
"Garbage is piling up Sector 12 and stray dogs are scattering it all over the street.","Garbage Collection"
"During night hours the signal near Gandhi Chowk should blink amber but instead it stays completely off.","Traffic Signals"
"During the recent heatwave the water tanker stopped coming near the church junction altogether.","Water Supply"
"Bus timings displayed at the stop close to the college gate do not match the actual arrival times at all.","Public Transport"
"There used to be daily garbage pickup in front of our apartment building, now it has reduced to once a week only.","Garbage Collection"
"We need an additional bus route connecting in the slum area behind our society to the industrial area for workers.","Public Transport"
"we have complained many times about flickering lights near Sector 12 but no action taken yet","Electricity"
"Children playing on the flyover near Sector 9 are exposed to broken glass and waste scattered on the ground.","Garbage Collection"
"Loud construction work near Sunrise Public School continues even during late night hours, disturbing residents' sleep.","Other"
"The road contractor left the work unfinished on Ring Road and now it is worse than before.","Roads & Potholes"
"The society's septic tank in front of our apartment building is overflowing and needs urgent desludging.","Sewage & Drainage"
"The open gym equipment near St. Mary's convent school is rusted and some machines are completely non-functional.","Parks & Gardens"
"The public library in front of Ambedkar Park has been closed for renovation for over a year with no updates.","Other"
"Requesting new plantation drive in the park in front of our apartment building as many old trees have died recently.","Parks & Gardens"
"the drain near near the railway station is blocked with plastic and overflowing into our compound","Sewage & Drainage"
"Vandals broke the streetlight covers on the flyover near Sector 9 and now there is no lighting at all in that stretch.","Street Lighting"
"Announcements at outside the mosque railway station are inaudible, causing confusion among travelers.","Public Transport"
"During the festival rush the traffic signal near St. Mary's convent school could not handle the volume and broke down.","Traffic Signals"
"Our electricity bill on Station Road shows an abnormally high reading despite minimal usage this month.","Electricity"
"A streetlight wire is exposed and hanging dangerously on the highway bypass road, risk of electrocution.","Street Lighting"
"Waterlogging due to poor drainage behind the community hall has damaged several ground floor shops.","Sewage & Drainage"
"The playground in the slum area behind our society has been taken over by unauthorized parking of commercial vehicles.","Other"
"The waste segregation bins near Lotus Apartments have all been mixed together and never emptied.","Garbage Collection"
"Please clear the blocked drain outside the school Lakeview Apartments, kids are wading through dirty water.","Sewage & Drainage"
"The signal in Rampur village was knocked down by a truck last week and has not been replaced.","Traffic Signals"
"Rainwater mixed with garbage in front of the primary health centre has created a filthy, smelly puddle on the street.","Garbage Collection"
"The factory area near near Gandhi Chowk draws excess power, causing dim lighting in nearby homes.","Electricity"
"The stormwater drain on the highway bypass road has been encroached upon, causing flooding every time it rains.","Sewage & Drainage"
"There is no proper drainage system Green Valley Society, every monsoon the lane gets waterlogged badly.","Sewage & Drainage"
"This is the third complaint about the same pothole in Old Town market, still nothing has been done.","Roads & Potholes"
"The electric pole wires behind the community hall are tangled with tree branches, risk of short circuit is high.","Electricity"
"Our request for a new electricity connection Rajpuri village has been pending for over two months.","Electricity"
"Senior citizens have no shaded seating area in the park in front of our apartment building during hot afternoons.","Parks & Gardens"
"Drainage water is stagnant in Kalyan Nagar, breeding mosquitoes and causing a terrible stench.","Sewage & Drainage"
"We need a signal at the intersection near near the church junction, it is extremely dangerous during school hours.","Traffic Signals"
"An open drain runs right past the bus stop in Nehru Colony, commuters have to step over sewage.","Sewage & Drainage"
"The public toilet outside the mosque is in an extremely unhygienic condition and has no water supply.","Other"
"There has been a power outage near the vegetable mandi , and no one has come to check the transformer.","Electricity"
"the drain near in the industrial area is blocked with plastic and overflowing into our compound","Sewage & Drainage"
"Encroachment near the park boundary on the highway bypass road has reduced the play area for children.","Parks & Gardens"
"A major water pipeline has burst in Kalyan Nagar and water is being wasted on the road. Please take necessary action.","Water Supply"
"Waste water from the sewage treatment plant is leaking into the nearby pond near the bus depot.","Sewage & Drainage"
"We request urgent repair of the crater-like pothole Sector 12, an elderly man fell into it yesterday.","Roads & Potholes"
"The road outside the railway station on the highway bypass road is uneven and full of loose bricks.","Roads & Potholes"
"Pedestrians are forced to run across outside City Hospital since the walk signal never turns green.","Traffic Signals"
"We request a permanent solution for garbage disposal in Old Town market instead of irregular pickups.","Garbage Collection"
"The meter reading MG Road was never taken this quarter, yet we got an estimated bill that's too high.","Electricity"
"The electric junction box outside the mosque is open and exposed, a serious hazard for passersby.","Electricity"
"After last night's storm, the traffic light on the flyover near Sector 9 went completely dark and stayed that way.","Traffic Signals"
"please fix the transformer near at the bus stop on Church Street its been making a buzzing noise for days now","Electricity"
"Streetlight cables at the bus stop on Church Street were stolen last week and the area has been dark since.","Street Lighting"
"There is no light near the temple steps Green Valley Society, elderly devotees keep stumbling in the dark.","Street Lighting"
"the manhole cover near close to the fire station is missing since last week, its very risky at night","Sewage & Drainage"
"Mosquito fogging has not been done Sector 12 despite several dengue cases reported nearby.","Other"
"After last night's storm, the traffic light near the metro station went completely dark and stayed that way.","Traffic Signals"
"A broken sewage pipe at the railway crossing is contaminating the drinking water source nearby.","Sewage & Drainage"
"The jogging track lights on the service road are not working, making evening exercise unsafe.","Parks & Gardens"
"Streetlight cables on Station Road were stolen last week and the area has been dark since.","Street Lighting"
"Requesting new plantation drive in the park near Gandhi Chowk as many old trees have died recently.","Parks & Gardens"
"Construction waste has been dumped illegally near the government hospital, blocking half the road.","Garbage Collection"
"Water supply pipe passing through the drain near the panchayat office has cracked and is a serious contamination risk.","Water Supply"
"After the recent rains, the road behind the fish market has turned into a muddy mess with deep potholes.","Roads & Potholes"
"Pedestrians are forced to run across in front of our apartment building since the walk signal never turns green.","Traffic Signals"
"During Diwali the lights in front of the primary health centre were working, but they have been off ever since.","Street Lighting"
"Waterlogging due to poor drainage Sector 12 has damaged several ground floor shops.","Sewage & Drainage"
"After the recent road widening work near the metro station, the streetlights were never reinstalled.","Street Lighting"
"The road divider on Station Road has been damaged and never fixed, causing wrong-side driving.","Roads & Potholes"
"Unauthorized hoardings near the metro station are blocking the view at a busy junction, causing safety issues.","Other"
"There is no dustbin in the entire park near the temple, visitors just throw waste on the grass.","Parks & Gardens"
"The market area in Kalyan Nagar generates huge waste daily but there is no proper disposal system.","Garbage Collection"
"Announcements at behind the fish market railway station are inaudible, causing confusion among travelers.","Public Transport"
"The platform at in front of our apartment building station has no shelter, passengers get drenched during rains.","Public Transport"
"Only 2 out of 10 poles are working on Station Road, the rest have been dark for months.","Street Lighting"
"We need an additional bus route connecting in Rampur village to the industrial area for workers.","Public Transport"
"Repeated patchwork on the road behind the fish market keeps washing away within days of every rain.","Roads & Potholes"
"Please install proper benches and lighting in the community garden near Gandhi Chowk.","Parks & Gardens"
"Gardeners have not visited the park on Ring Road in months, hedges are overgrown and unkempt.","Parks & Gardens"
"The lighting at the bus stop in the slum area behind our society has failed and commuters wait in complete darkness.","Street Lighting"
"Please increase the frequency of water tanker visits to Lakeview Apartments, once a week is not enough.","Water Supply"
"Water fountain in the park on Station Road has been dry and dysfunctional for over a year.","Parks & Gardens"
"the drain near behind the fish market is blocked with plastic and overflowing into our compound","Sewage & Drainage"
"The new electric meter installed in front of the primary health centre is faulty and spinning way too fast.","Electricity"
"We have not received power since the cyclone outside the mosque, please restore the lines urgently.","Electricity"
"This is the third complaint about the same pothole Green Valley Society, still nothing has been done.","Roads & Potholes"
"The last bus from in Phase 2 of Divine Enclave society was cancelled without any prior notice to commuters.","Public Transport"
"An open drain runs right past the bus stop in the slum area behind our society, commuters have to step over sewage.","Sewage & Drainage"
"A large pit has formed Sector 12 due to a burst pipeline and it is a danger for vehicles.","Roads & Potholes"
"During the wedding season the water demand increased but supply in the industrial area has completely stopped.","Water Supply"
"Water logging on the road in Old Town market hides the potholes underneath and vehicles keep getting stuck.","Roads & Potholes"
"The park in Rampur village has become a dumping ground for construction debris from nearby buildings.","Parks & Gardens"
"We need a signal at the intersection near near St. Mary's convent school, it is extremely dangerous during school hours.","Traffic Signals"
"Commuters at in Old Town market have been complaining about rash driving by local bus drivers.","Public Transport"
"The metro service near in Old Town market has been irregular, with long gaps between trains lately.","Public Transport"
"The pedestrian crossing signal on Station Road does not work, it's very risky for elderly people.","Traffic Signals"
"the park near in front of our apartment building is full of garbage and drunkards hang around there at night","Parks & Gardens"
"Flies and mosquitoes are breeding in the garbage heap on Station Road, we fear disease outbreak.","Garbage Collection"
"Sir, the road near close to the college gate is in very bad condition, several accidents have happened here.","Roads & Potholes"
"Loose gravel and open manholes on the road near the panchayat office are extremely dangerous for cyclists.","Roads & Potholes"
"The road contractor left the work unfinished in front of our apartment building and now it is worse than before.","Roads & Potholes"
"The market street on Ring Road goes completely dark after 8pm, shopkeepers are worried about theft.","Street Lighting"
"Sewage water is mixing with the rainwater drain in Nehru Colony, creating unhygienic conditions.","Sewage & Drainage"
"During peak hours the traffic light close to the college gate malfunctions and creates chaos on the road.","Traffic Signals"
"Drainage water is stagnant at the railway crossing, breeding mosquitoes and causing a terrible stench.","Sewage & Drainage"
"There is a leakage in the main water line Green Valley Society for two days and it is flooding the street.","Water Supply"
"The road divider behind the fish market has been damaged and never fixed, causing wrong-side driving.","Roads & Potholes"
"Construction debris has been left on the road near the vegetable mandi for weeks, blocking half the lane.","Roads & Potholes"
"The drainage cover near the railway station has been broken for months, exposing raw sewage to the open air.","Sewage & Drainage"
"Please deploy a suction machine to clear the choked drain near the panchayat office before the next rains.","Sewage & Drainage"
"Illegal parking inside the park premises on the flyover near Sector 9 has damaged the lawn badly.","Parks & Gardens"
"The public toilet in front of our apartment building is in an extremely unhygienic condition and has no water supply.","Other"
"Illegal dumping of construction material has blocked the pedestrian path on the highway bypass road for weeks.","Other"
"Beggars and vendors crowd the temple entrance on Ring Road, making it difficult for devotees to enter.","Other"
"The waste segregation bins close to the college gate have all been mixed together and never emptied.","Garbage Collection"
"Vandals broke the streetlight covers near Gandhi Chowk and now there is no lighting at all in that stretch.","Street Lighting"
"The road outside the railway station near the metro station is uneven and full of loose bricks.","Roads & Potholes"
"The road divider near St. Mary's convent school has been damaged and never fixed, causing wrong-side driving.","Roads & Potholes"
"The light near the railway crossing near the railway station is broken, very dangerous for night travelers.","Street Lighting"
"Waterlogging due to poor drainage near the vegetable mandi has damaged several ground floor shops.","Sewage & Drainage"
"The factory area near near the panchayat office draws excess power, causing dim lighting in nearby homes.","Electricity"
"Repeated patchwork on the road near the railway station keeps washing away within days of every rain.","Roads & Potholes"
"There is no watchman at the park behind the community hall anymore, and anti-social elements gather there.","Parks & Gardens"
"pls take action on the illegal liquor shop operating near Rajpuri village, its disturbing the area","Other"
"There is no bus service at all connecting our village to on the flyover near Sector 9 after 7pm.","Public Transport"
"Request pest control services close to the fire station, cockroach and rat infestation has become severe.","Other"
"Flies and mosquitoes are breeding in the garbage heap on Ring Road, we fear disease outbreak.","Garbage Collection"
"the sprinkler system in garden behind the community hall is broken so all the grass has dried up completely","Parks & Gardens"
"The children's park in front of Ambedkar Park has broken swings and rusty equipment that could hurt kids.","Parks & Gardens"
"The ticket counter at in front of the primary health centre station remains closed most mornings, causing long queues.","Public Transport"
"There is stagnant sewage water at the railway crossing right next to the children's play area, very unsafe.","Sewage & Drainage"
"the light pole near on the highway bypass road fell down in the storm and nobody came to fix it yet","Street Lighting"
"Traffic signal malfunction near the metro station led to a minor collision between two cars yesterday.","Traffic Signals"
"The signal outside the mosque was knocked down by a truck last week and has not been replaced.","Traffic Signals"
"our society entrance behind the community hall has no light at all after 9pm, security guard cant see anything","Street Lighting"
"please fix the transformer near near the vegetable mandi its been making a buzzing noise for days now","Electricity"
"During the wedding season the water demand increased but supply behind the community hall has completely stopped.","Water Supply"
"Residents near the metro station are suffering from a foul smell due to the choked drainage system.","Sewage & Drainage"
"The garden's boundary wall near Gandhi Chowk has collapsed, exposing the park to the main road.","Parks & Gardens"
"During the heatwave, power cuts near the metro station have increased to almost 6 hours a day.","Electricity"
"please fix the transformer near at the railway crossing its been making a buzzing noise for days now","Electricity"
"There is no power backup at the hospital on Station Road during outages, this endangers patients.","Electricity"
"The sewage line in Phase 2 of Divine Enclave society has overflowed and dirty water is flooding the street.","Sewage & Drainage"
"Tar has washed away completely from the road near the vegetable mandi, only stones remain now.","Roads & Potholes"
"There is no light near the temple steps near Sunrise Public School, elderly devotees keep stumbling in the dark.","Street Lighting"
"The garden's boundary wall behind the fish market has collapsed, exposing the park to the main road.","Parks & Gardens"
"Tar has washed away completely from the road in Old Town market, only stones remain now.","Roads & Potholes"
"We had to buy water cans for a week because the municipal supply in Nehru Colony completely dried up.","Water Supply"
"The drainage cover Lakeview Apartments has been broken for months, exposing raw sewage to the open air.","Sewage & Drainage"
"Please install a traffic signal near the school on Station Road, children struggle to cross the road.","Traffic Signals"
"A speed breaker Lakeview Apartments was built without proper marking and bikers keep falling at night.","Roads & Potholes"
"An unauthorized religious structure has come up overnight on Station Road, blocking half the road.","Other"
"The road leading to the hospital in front of the primary health centre is full of potholes, ambulances struggle to pass.","Roads & Potholes"
"The park gate at the bus stop on Church Street has been broken for weeks, stray animals wander in freely.","Parks & Gardens"
"Every year during the rains the same drain in the industrial area chokes up, this needs a permanent fix.","Sewage & Drainage"
"The railway crossing gate near near the bus depot stays closed for unusually long periods, delaying commuters.","Public Transport"
"please help us regarding the noise from the generator running all night near near Sunrise Public School","Other"
