complaint,department
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. Needs fix along the commercial market lane.",Other
No supply for forty eight hours in block B. Total crisis situation. It is worse causing minor accidents.,Water Supply
No supply for forty eight hours in block B. Total crisis situation. Kindly address this on high priority.,Water Supply
Kindly look into this issue: Frequent signal failures at the major intersection are leading to multiple near-miss accidents every day.,Traffic Signals
frequent signal failures at the major intersection are leading to multiple near-miss accidents every day. this is happening outside the community hospital.,Traffic Signals
Public washrooms near the central bus stop are absolutely filthy and have no running water. This is happening near St. Mary's School.,Other
The street inside our housing society entrance is completely worn out. Senior citizens cannot walk safely. Hoping for a quick response.,Roads & Potholes
"Buses are running extremely late, I had to wait for more than an hour to go to the hospital. Hoping for a quick response.",Public Transport
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. This needs to be fixed before an accident happens.",Traffic Signals
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot. Needs fix near the Hanuman temple.,Other
Frequent voltage fluctuations are damaging home appliances like refrigerators and ACs near the market. This is happening by the main vegetable market.,Electricity
"The drainage construction work was left incomplete, leaving a massive open trench near the highway.",Sewage & Drainage
"Unmarked speed breakers near the children's park are a major safety hazard, especially at night time. This is completely unacceptable.",Roads & Potholes
People are dumping trash right outside the community hospital gate. It is a massive health hazard.,Garbage Collection
"Trees are completely blocking the street lights near the library, making the footpath very dark. This is happening at the central bus stop.",Street Lighting
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! This is happening near the public library.,Electricity
"elecricity bill not delivered on time, and now they are charging a heavy late fee penalty. No one is listening to our requests.",Electricity
The electricity transformer near St. Needs fix near Green Valley Apartments.,Electricity
"we requested new street lights for our village road six months ago, but still nothing has been done. we pay our taxes regularly for this?",Street Lighting
The city bus tracking app is showing completely wrong timings and live locations for all routes. Needs fix near Green Valley Apartments.,Public Transport
"Street lights outside our apartment have stopped working, making it completely dark at night. It is worse in this scorching heat.",Street Lighting
The street inside our housing society entrance is completely worn out. Senior citizens cannot walk safely.,Roads & Potholes
"Kindly look into this issue: Public buses are dangerously overcrowded, people are hanging out of the footboard during peak hours.",Public Transport
"Dear authorities, please fix this. Water pipe burst on the main road outside the community hospital, thousands of liters being wasted right now! Looking forward to a speedy resolution.",Water Supply
reminder for the authority: the seats inside the public transport buses are torn and filthy. no maintenance at all. the concerned department must check this today.,Public Transport
Why is nothing being done about this? Five consecutive street light poles are non-functional in Sunrise Housing Society main lane. It's getting worse day by day.,Street Lighting
Please resolve this as soon as possible. The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market.,Sewage & Drainage
Unannounced power outage since 10 AM in Sunrise Housing Society. Needs fix along the commercial market lane.,Electricity
"The crossing light remains red for too long, causing frustrated drivers to break the rules constantly. Needs fix by the sector 4 intersection.",Traffic Signals
I want to report that Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored?,Electricity
trafic signal hidden behind a massive advertisement billboard near the petrol pump junction. It has been happening for a long time.,Traffic Signals
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot. Needs fix right outside the railway station.,Other
please take strict action. deep ditches on the corner of the market lane are causing vehicles to get stuck frequently.,Roads & Potholes
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark. Needs fix at the central bus stop.",Parks & Gardens
An emergency situation has arisen. Potholes on the flyover are causing massive traffic jams during peak morning rush hours. Kindly address this on high priority.,Roads & Potholes
"Dear authorities, please fix this. We are getting water for only 10 minutes in the morning. How are we supposed to survive in this heat?",Water Supply
Writing this out of absolute desperation. The entire street is littered with plastic bags after the weekend festival celebration.,Garbage Collection
"stray cattle are sitting in the middle of the national highway, causing massive traffic hazards. it is worse during heavy rains yesterday.",Other
Potholes on the flyover are causing massive traffic jams during peak morning rush hours. This is happening near the metro station gate.,Roads & Potholes
"Reminder for the authority: Pls check the main water reservoir near the park, it seems to be overflowing and wasting water.",Water Supply
The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market. This is happening by the main vegetable market.,Sewage & Drainage
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is happening near the Hanuman temple.,Traffic Signals
Street lights remain turned ON during the entire afternoon. Needs fix in Sunrise Housing Society.,Street Lighting
The digital electricity meter is running exceptionally fast and generating highly inflated bills. This is happening in Sunrise Housing Society.,Electricity
Unauthorized vehicle parking on both sides of the narrow lane is blocking the entry of fire engines. This needs to be fixed before an accident happens.,Other
"urgent attention needed. every time it rains, the drains overflow and water enters our houses. we need a permanent solution. kindly address this on high priority.",Sewage & Drainage
"Chemical smoke coming from a small factory inside the residential zone, making it hard to breathe. It is worse which is an emergency situation.",Other
Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. It is worse early in the morning.,Sewage & Drainage
Reminder for the authority: Unauthorized vehicle parking on both sides of the narrow lane is blocking the entry of fire engines. This needs to be fixed before an accident happens.,Other
Frequent load shedding every single day during children's exam preparation time. This is unfair. Looking forward to a speedy resolution.,Electricity
the bus conductors are routinely refusing to issue tickets to students and senior citizens. this is completely unacceptable.,Public Transport
Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored? It's getting worse day by day.,Electricity
monkeys are entering houses and creating a huge menace for residents in sunrise housing society. needs fix by the sector 4 intersection.,Other
"The walking track inside the park is completely broken, causing senior citizens to trip and fall. Needs fix outside the nursing home.",Parks & Gardens
The road has completely caved in near the metro station due to the recent drainage work.,Roads & Potholes
"The automatic signal system is failing during rush hours, manual intervention is badly needed. Kindly address this on high priority.",Traffic Signals
The seats inside the public transport buses are torn and filthy. No maintenance at all. This is happening at the central bus stop.,Public Transport
"The public fountain in the main square garden has stopped working and is now full of stagnant, smelly water. This is happening near the petrol pump.",Parks & Gardens
Urgent attention needed. Frequent voltage fluctuations are damaging home appliances like refrigerators and ACs near the market. We pay our taxes regularly for this?,Electricity
The green belt area along the highway is being encroached upon by illegal vehicle parking. This is happening in our village square.,Parks & Gardens
The blinking yellow cautionary light is not working during late night hours at the dangerous curve.,Traffic Signals
"Terrible road conditions on the national highway, causing multiple minor accidents every day.",Roads & Potholes
Public washrooms near the central bus stop are absolutely filthy and have no running water. This is happening outside the nursing home.,Other
Dark spots near the bus stop are encouraging anti-social elements to gather there every evening. No one is listening to our requests.,Street Lighting
"Why is nothing being done about this? Buses are running extremely late, I had to wait for more than an hour to go to the hospital. No one is listening to our requests.",Public Transport
Power cut during the night time is making it impossible to sleep in this extreme summer heat. It is worse during peak rush hours.,Electricity
No water since last 3 days in our village area. The tankers are charging too much money. This is happening by the sector 4 intersection.,Water Supply
stret lights not working since last monday near the local market zone. This is happening along the commercial market lane.,Street Lighting
Writing this out of absolute desperation. An electric pole is leaning dangerously over the road outside the community hospital. Big hazard!,Electricity
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix in Sunrise Housing Society.,Public Transport
The tap water is completely muddy and brown today. Needs fix near Green Valley Apartments.,Water Supply
"The road outside the hospital is completely broken, making it extremely dangerous for ambulances.",Roads & Potholes
Huge pile of waste collecting near the central bus stop. Dogs and cows are scattering it everywhere. It is worse with the upcoming festival season.,Garbage Collection
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. It's getting worse day by day.",Other
An emergency situation has arisen. The road has completely caved in near the metro station due to the recent drainage work. It has been happening for a long time.,Roads & Potholes
Why is nothing being done about this? Illegal construction work going on without building permission behind Green Valley Apartments. No one is listening to our requests.,Other
"Reckless driving by the municipal bus driver near St. Mary's School, almost hit a cyclist today. It is worse in this scorching heat.",Public Transport
Main pipeline leaking near the railway station. Water is flooding the nearby shops.,Water Supply
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is happening on the national highway near the toll booth.,Traffic Signals
Please take strict action. No power for the last 12 hours in our village. Customer care number is continuously busy or switched off.,Electricity
"publik transport buses are creating heavy black smoke emissions, polluting the entire environment.",Public Transport
"Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers.",Street Lighting
"An emergency situation has arisen. The road outside the hospital is completely broken, making it extremely dangerous for ambulances. This needs to be fixed before an accident happens.",Roads & Potholes
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark. This is happening near the petrol pump.",Parks & Gardens
"elecricity bill not delivered on time, and now they are charging a heavy late fee penalty. Needs fix near the Hanuman temple.",Electricity
I want to report that The children's park near our society has overgrown grass and weeds everywhere. Snakes might be there.,Parks & Gardens
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. It is worse during peak rush hours.",Other
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. Looking forward to a speedy resolution.,Sewage & Drainage
The garbage truck has not visited our area for four days. The stench is unbearable. It is worse during heavy rains yesterday.,Garbage Collection
an electric pole is leaning dangerously over the road outside the community hospital. big hazard! looking forward to a speedy resolution.,Electricity
The road has completely caved in near the metro station due to the recent drainage work. This is happening near the public library.,Roads & Potholes
Huge potholes have formed near the main vegetable market after the heavy rains yesterday.,Roads & Potholes
"Trees are completely blocking the street lights near the library, making the footpath very dark. Needs fix near the petrol pump.",Street Lighting
"I want to report that The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in. This needs to be fixed before an accident happens.",Sewage & Drainage
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. The concerned department must check this today.",Other
loud speaker noise during festival is crossing all permissible decibel limits near school zone. Please update on the status of this complaint.,Other
Street lights remain turned ON during the entire afternoon. Needs fix near the petrol pump.,Street Lighting
the blinking yellow cautionary light is not working during late night hours at the dangerous curve. it is worse especially at night time.,Traffic Signals
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. It is worse with the upcoming festival season.,Street Lighting
Public washrooms near the central bus stop are absolutely filthy and have no running water.,Other
Bus drivers are rude and refuse to stop for disabled passengers at the designated stops. Needs fix near Green Valley Apartments.,Public Transport
"The valve man is not opening the gates properly, some houses get full force while we get nothing. Needs fix near the Hanuman temple.",Water Supply
Extremely disappointed with municipal services. Someone dumped electronic waste and old furniture right on the pavement near the market. No one is listening to our requests.,Garbage Collection
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. This is happening right outside the railway station.",Traffic Signals
Illegal street vendors have completely encroached upon the footpaths near the railway station. It is worse making it unsafe for kids.,Other
"our entire locality is suffering. the drainage construction work was left incomplete, leaving a massive open trench near the highway.",Sewage & Drainage
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead.,Street Lighting
Extremely disappointed with municipal services. Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt.,Roads & Potholes
The air conditioning in the premium city buses is completely broken nd blowing hot air in this summer. Needs fix near St. Mary's School.,Public Transport
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! Please update on the status of this complaint.,Electricity
A manhole cover is completely missing on the main road near the railway station. Highly dangerous!,Sewage & Drainage
"An emergency situation has arisen. Contaminated water coming from municipal lines, smells like sewage. People in our society are falling sick.",Water Supply
All the swings and slides are broken and rusted in the municipal park near St. Mary's School.,Parks & Gardens
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. Looking forward to a speedy resolution.,Traffic Signals
rod is full of potholes near school zone. very dangerous for kids. This is happening in Sunrise Housing Society.,Roads & Potholes
The green belt area along the highway is being encroached upon by illegal vehicle parking. Needs fix in our village square.,Parks & Gardens
Deep ditches on the corner of the market lane are causing vehicles to get stuck frequently. Hoping for a quick response.,Roads & Potholes
Our entire locality is suffering. Massive crater in the middle of the road near the central bus stop. Someone will get seriously hurt. It has been happening for a long time.,Roads & Potholes
"Chemical smoke coming from a small factory inside the residential zone, making it hard to breathe.",Other
I want to report that gargabe truck driver driving very recklessly inside the residential complex lines. It's getting worse day by day.,Garbage Collection
"The valve man is not opening the gates properly, some houses get full force while we get nothing. Needs fix right outside the railway station.",Water Supply
The digital electricity meter is running exceptionally fast and generating highly inflated bills.,Electricity
Why is nothing being done about this? The road has completely caved in near the metro station due to the recent drainage work. No one is listening to our requests.,Roads & Potholes
Benches and open gym equipment are being destroyed by rowdy teenagers late at night in the garden. Needs fix near St. Mary's School.,Parks & Gardens
"Our entire locality is suffering. The road outside the hospital is completely broken, making it extremely dangerous for ambulances.",Roads & Potholes
"urgent attention needed. chemical smoke coming from a small factory inside the residential zone, making it hard to breathe.",Other
"The local market area lacks proper CCTV surveillance, leading to multiple pickpocketing incidents. Kindly address this on high priority.",Other
The bus conductors are routinely refusing to issue tickets to students and senior citizens. It is worse with the upcoming festival season.,Public Transport
An emergency situation has arisen. Municipal sweepers have not cleared the roadside debris for over a fortnight now.,Garbage Collection
The solar power grid integration is failing repeatedly in Green Valley Apartments block. It is worse during peak rush hours.,Electricity
"The walking track inside the park is completely broken, causing senior citizens to trip and fall. This is happening near Green Valley Apartments.",Parks & Gardens
An emergency situation has arisen. rod is full of potholes near school zone. very dangerous for kids. No one is listening to our requests.,Roads & Potholes
A manhole cover is completely missing on the main road near the railway station. Highly dangerous! Looking forward to a speedy resolution.,Sewage & Drainage
The tap water is completely muddy and brown today. We can't even use it for washing.,Water Supply
No water since last 3 days in our village area. The tankers are charging too much money. This is happening outside the community hospital.,Water Supply
The gutters are completely clogged with plastic and garbage near the central bus stop. This is happening in our village square.,Sewage & Drainage
The public library building has developed major cracks on the walls and needs immediate structural audit. It is worse during peak rush hours.,Other
The blinking yellow cautionary light is not working during late night hours at the dangerous curve. It is worse which is an emergency situation.,Traffic Signals
no power for the last 12 hours in our village. customer care number is continuously busy or switched off. please update on the status of this complaint.,Electricity
Power cut during the night time is making it impossible to sleep in this extreme summer heat. It's getting worse day by day.,Electricity
There is a huge infestation of mosquitoes and rodents in our locality due to a neglected vacant plot.,Other
Huge pile of waste collecting near the central bus stop. Dogs and cows are scattering it everywhere. It is worse which is an emergency situation.,Garbage Collection
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix in the residential block C.,Public Transport
Reminder for the authority: Our entire phase is down while the opposite side of the road has full power supply. Please check. Hoping for a quick response.,Electricity
Writing this out of absolute desperation. Rainwater is not draining away because the storm water drains are full of silt and mud. The concerned department must check this today.,Sewage & Drainage
Urgent attention needed. Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society. This needs to be fixed before an accident happens.,Other
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix on the national highway near the toll booth.,Electricity
Extremely disappointed with municipal services. Our entire phase is down while the opposite side of the road has full power supply. Please check. It has been happening for a long time.,Electricity
The sweepers are burning dry leaves and plastic waste in the open near the public park. Needs fix near the petrol pump.,Garbage Collection
"The commercial market area is flooded with smelly sewer water, customers cannot enter shops. This is happening near the Hanuman temple.",Sewage & Drainage
The entire locality is flooded with drainage water after the heavy rains yesterday morning. Needs fix along the commercial market lane.,Sewage & Drainage
No power for the last 12 hours in our village. Customer care number is continuously busy or switched off. Please take immediate action.,Electricity
"Extremely disappointed with municipal services. Signals are completely out of sync along the entire commercial market lane, creating a bottleneck. Please take immediate action.",Traffic Signals
Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. This is happening near the metro station gate.,Sewage & Drainage
Rainwater is not draining away because the storm water drains are full of silt and mud. Needs fix outside the nursing home.,Sewage & Drainage
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix on the bridge.,Electricity
an electric pole is leaning dangerously over the road outside the community hospital. big hazard! this is happening near the metro station gate.,Electricity
"The local market area lacks proper CCTV surveillance, leading to multiple pickpocketing incidents. It is worse making it unsafe for kids.",Other
An emergency situation has arisen. Unannounced power outage since 10 AM in Sunrise Housing Society. When will power be restored?,Electricity
"Our entire locality is suffering. Loudspeakers are playing high-volume music past midnight near the hospital zone, disturbing patients. This is completely unacceptable.",Other
our entire locality is suffering. the green belt area along the highway is being encroached upon by illegal vehicle parking. it has been happening for a long time.,Parks & Gardens
Rainwater is not draining away because the storm water drains are full of silt and mud. No one is listening to our requests.,Sewage & Drainage
Both red and green lights are glowing simultaneously at the railway station crossing signal. Hoping for a quick response.,Traffic Signals
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. This is happening near the local children's park.,Street Lighting
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. This is happening near the public library.,Sewage & Drainage
"Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers. No one is listening to our requests.",Street Lighting
"The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. This is happening right outside the railway station.",Public Transport
An electric pole is leaning dangerously over the road outside the community hospital. Big hazard! It is worse with the upcoming festival season.,Electricity
Please take strict action. The city bus tracking app is showing completely wrong timings and live locations for all routes. Kindly address this on high priority.,Public Transport
It is impossible to walk outside Green Valley Apartments after sunset because the lights are completely dead. It's getting worse day by day.,Street Lighting
The air conditioning in the premium city buses is completely broken and blowing hot air in this summer.,Public Transport
The local park is completely dark after 6 PM because none of the internal lights are operational. Needs fix near the local children's park.,Street Lighting
Metro feeder buses are charging excess fares from passengers illegally during the festival season. Needs fix along the commercial market lane.,Public Transport
Kindly look into this issue: Sewage water is back-flowing into the ground floor toilets of Sunrise Housing Society. It has been happening for a long time.,Sewage & Drainage
Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society. This is happening near St. Mary's School.,Other
The lamp post near St. Mary's School has an exposed live wire hanging down. This is an emergency! Please update on the status of this complaint.,Street Lighting
No water since last 3 days in our village area. The tankers are charging too much money. No one is listening to our requests.,Water Supply
The blinking yellow cautionary light is not working during late night hours at the dangerous curve. Hoping for a quick response.,Traffic Signals
"Dear authorities, please fix this. Five consecutive street light poles are non-functional in Sunrise Housing Society main lane.",Street Lighting
The power company workers left the high-voltage junction box completely unlocked and open to kids. Needs fix near Green Valley Apartments.,Electricity
Extremely disappointed with municipal services. The gutters are completely clogged with plastic and garbage near the central bus stop.,Sewage & Drainage
gardn is full of plastic cups and garbage after the local festival event held last weekend. This is happening at the central bus stop.,Parks & Gardens
reminder for the authority: the green belt area along the highway is being encroached upon by illegal vehicle parking. it has been happening for a long time.,Parks & Gardens
"This is a recurring problem. The timer on the traffic light near St. Mary's School is mismatched, giving only 5 seconds to cross.",Traffic Signals
Why is nothing being done about this? Muddy and slippery tracks in our village because the main road was never paved by the municipality. Kindly address this on high priority.,Roads & Potholes
Public dustbins are completely broken and missing near the railway station area. This is happening on the bridge.,Garbage Collection
gardn is full of plastic cups and garbage after the local festival event held last weekend. It is worse early in the morning.,Parks & Gardens
"No regular watering of plants in the central public garden, all the beautiful flowers are dying. It is worse with the upcoming festival season.",Parks & Gardens
The entire street is littered with plastic bags after the weekend festival celebration. It is worse during heavy rains yesterday.,Garbage Collection
Writing this out of absolute desperation. We need regular trimming of the large tree branches overhanging the pathway inside the park.,Parks & Gardens
The public library building has developed major cracks on the walls and needs immediate structural audit. Needs fix at the central bus stop.,Other
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix along the commercial market lane.,Electricity
Frequent signal failures at the major intersection are leading to multiple near-miss accidents every day. Hoping for a quick response.,Traffic Signals
"The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in. Needs fix right outside the railway station.",Sewage & Drainage
"The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in.",Sewage & Drainage
"why is nothing being done about this? the timer on the traffic light near st. mary's school is mismatched, giving only 5 seconds to cross. the concerned department must check this today.",Traffic Signals
Mosquito breeding ground created due to stagnant drain water behind Green Valley Apartments. Kindly address this on high priority.,Sewage & Drainage
"the drainage construction work was left incomplete, leaving a massive open trench near the highway. the concerned department must check this today.",Sewage & Drainage
Why is there no water today? Is there a maintenance work going on near the market?. Needs fix behind the government office.,Water Supply
Stray cattle and dogs have entered the community park because the boundary wall is broken. Please update on the status of this complaint.,Parks & Gardens
Complaining on behalf of all residents. Smell of rotten food coming from the illegal dumping site behind Green Valley Apartments.,Garbage Collection
"the entire lane near the railway station is pitch black, which is highly unsafe for women traveling late. it's getting worse day by day.",Street Lighting
Reminder for the authority: Bus drivers are rude and refuse to stop for disabled passengers at the designated stops. Please update on the status of this complaint.,Public Transport
"Reckless driving by the municipal bus driver near St. Mary's School, almost hit a cyclist today.",Public Transport
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. Looking forward to a speedy resolution.",Traffic Signals
Stray cattle and dogs have entered the community park because the boundary wall is broken. Needs fix near the public library.,Parks & Gardens
The street inside our housing society entrance is completely worn out. Needs fix along the commercial market lane.,Roads & Potholes
Extremely disappointed with municipal services. The tap water is completely muddy and brown today. We can't even use it for washing. Please take immediate action.,Water Supply
"Buses are running extremely late, I had to wait for more than an hour to go to the hospital.",Public Transport
No water since last 3 days in our village area. Needs fix near the public library.,Water Supply
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is completely unacceptable.,Traffic Signals
"Reminder for the authority: Terrible road conditions on the national highway, causing multiple minor accidents every day. Please take immediate action.",Roads & Potholes
The municipal workers refused to collect segregated waste from Sunrise Housing Society today. It is worse early in the morning.,Garbage Collection
Potholes on the flyover are causing massive traffic jams during peak morning rush hours. It is worse especially at night time.,Roads & Potholes
Huge pile of waste collecting near the central bus stop. Dogs and cows are scattering it everywhere. This is happening on the national highway near the toll booth.,Garbage Collection
Urgent attention needed. Someone dumped electronic waste and old furniture right on the pavement near the market.,Garbage Collection
An emergency situation has arisen. Street lights remain turned ON during the entire afternoon. This is a huge waste of electricity. This is completely unacceptable.,Street Lighting
"the bus shelter near the railway station has no roof, commuters have to stand under the heavy rain. this is happening near the local children's park.",Public Transport
"Complaining on behalf of all residents. The bus shelter near the railway station has no roof, commuters have to stand under the heavy rain.",Public Transport
"Complaining on behalf of all residents. The commercial market area is flooded with smelly sewer water, customers cannot enter shops.",Sewage & Drainage
"An emergency situation has arisen. The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. This is completely unacceptable.",Public Transport
loud speaker noise during festival is crossing all permissible decibel limits near school zone. Needs fix behind the government office.,Other
Street lights remain turned ON during the entire afternoon. This is a huge waste of electricity. It is worse causing minor accidents.,Street Lighting
No supply for forty eight hours in block B. Total crisis situation. Hoping for a quick response.,Water Supply
"Pls check the main water reservoir near the park, it seems to be overflowing and wasting water.",Water Supply
"Reminder for the authority: The ladies' special bus route has been stopped without any prior notice, causing major inconvenience.",Public Transport
Bus drivers are rude and refuse to stop for disabled passengers at the designated stops.,Public Transport
"Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers. Needs fix in Sunrise Housing Society.",Street Lighting
Writing this out of absolute desperation. Smell of rotten food coming from the illegal dumping site behind Green Valley Apartments.,Garbage Collection
"Unmarked speed breakers near the children's park are a major safety hazard, especially at night time. It is worse especially at night time.",Roads & Potholes
No toilet facilities or drinking water available for visitors inside the massive regional park.,Parks & Gardens
writing this out of absolute desperation. deep ditches on the corner of the market lane are causing vehicles to get stuck frequently. no one is listening to our requests.,Roads & Potholes
"The gardener is never present, and the park has turned into a dumping ground for nearby vendors. This is happening near the local children's park.",Parks & Gardens
The local city bus completely skipped the central bus stop thrice this morning during rush hour. Needs fix near the public library.,Public Transport
"The public fountain in the main square garden has stopped working and is now full of stagnant, smelly water. It is worse especially at night time.",Parks & Gardens
The entire street is littered with plastic bags after teh weekend festival celebration. It is worse causing minor accidents.,Garbage Collection
"The drainage construction work was left incomplete, leaving a massive open trench near the highway. Please take immediate action.",Sewage & Drainage
The entire stretch from the railway station to the market is full of deep patches and potholes. This is happening by the sector 4 intersection.,Roads & Potholes
"The traffic signal at the main market intersection is completely dead, causing massive gridlock. It is worse over the weekend.",Traffic Signals
The solar power grid integration is failing repeatedly in Green Valley Apartments block. Please take immediate action.,Electricity
Street lights remain turned ON during the entire afternoon. This is a huge waste of electricity.,Street Lighting
"An abandoned old car has been parking on our street for the last two years, accumulating dirt. This is happening outside the nursing home.",Other
"I want to report that No regular watering of plants in the central public garden, all the beautiful flowers are dying.",Parks & Gardens
Kindly look into this issue: Muddy and slippery tracks in our village because the main road was never paved by the municipality. We pay our taxes regularly for this?,Roads & Potholes
"The pedestrian crossing signal does not work, making it impossible for senior citizens to cross the highway. It is worse which is an emergency situation.",Traffic Signals
Huge potholes have formed near the main vegetable market after the heavy rains yesterday. This is happening by the sector 4 intersection.,Roads & Potholes
rod is full of potholes near school zone. very dangerous for kids.,Roads & Potholes
Why is nothing being done about this? The municipal workers cleared the drain but left the stinking sludge right on the side of the road.,Sewage & Drainage
The garbage truck has not visited our area for four days. The stench is unbearable. This is completely unacceptable.,Garbage Collection
"Every time it rains, the drains overflow and water enters our houses. Needs fix outside the community hospital.",Sewage & Drainage
"No bus connectivity or routes available for our village, we have to walk 3 kilometers to the highway. Needs fix in the residential block C.",Public Transport
"Trees are completely blocking the street lights near the library, making teh footpath very dark. We pay our taxes regularly for this?",Street Lighting
Monkeys are entering houses and creating a huge menace for residents in Sunrise Housing Society. This is happening near the Hanuman temple.,Other
"No traffic police or functional signals near the community hospital, causing ambulance delays. This is happening near the public library.",Traffic Signals
There is an urgent need for a traffic signal near Green Valley Apartments entrance due to heavy cross-traffic. This is happening by the main vegetable market.,Traffic Signals
Illegal street vendors have completely encroached upon the footpaths near the railway station. This is happening in Sunrise Housing Society.,Other
metro feeder buses are charging excess fares from passengers illegally during the festival season. looking forward to a speedy resolution.,Public Transport
We need immediate resurfacing of the main bypass lane. It is destroying our cars and bikes. It is worse early in the morning.,Roads & Potholes
"Pls check the main water reservoir near the park, it seems to be overflowing and wasting water. It is worse causing minor accidents.",Water Supply
"No working lights inside the ladies' park, making it completely unusable and unsafe after dark. This needs to be fixed before an accident happens.",Parks & Gardens
"Extremely disappointed with municipal services. Streetlights are blinking continuously near the community hospital, causing visibility issues for drivers. Hoping for a quick response.",Street Lighting
Illegal construction work going on without building permission behind Green Valley Apartments. Looking forward to a speedy resolution.,Other
loud speaker noise during festival is crossing all permissible decibel limits near school zone. Needs fix near the Hanuman temple.,Other
"Water smells heavily of chlorine, it's burning our eyes when we wash our face. It is worse making it unsafe for kids.",Water Supply
"An abandoned old car has been parking on our street for the last two years, accumulating dirt.",Other
"no working lights inside the ladies' park, making it completely unusable and unsafe after dark. it is worse especially at night time.",Parks & Gardens
Please resolve this as soon as possible. Dark spots near the bus stop are encouraging anti-social elements to gather there every evening.,Street Lighting
Public washrooms near the central bus stop are absolutely filthy and have no running water. It is worse during peak rush hours.,Other
"No regular watering of plants in the central public garden, all the beautiful flowers are dying. This is happening near St. Mary's School.",Parks & Gardens
the road has completely caved in near the metro station due to the recent drainage work. needs fix near the public library.,Roads & Potholes
"The valve man is not opening the gates properly, some houses get full force while we get nothing.",Water Supply
The garbage truck has not visited our area for four days. The stench is unbearable. It's getting worse day by day.,Garbage Collection
The sewage line is choked and dirty water is overflowing onto the street outside the vegetable market.,Sewage & Drainage
Kindly look into this issue: Rotting garbage piles near the vegetable market are attracting flies and mosquitoes during this rainy season. This is completely unacceptable.,Garbage Collection
"elecricity bill not delivered on time, and now they are charging a heavy late fee penalty. Needs fix near Green Valley Apartments.",Electricity
"The road outside the hospital is completely broken, making it extremely dangerous for ambulances. It is worse over the weekend.",Roads & Potholes
Reminder for the authority: The green belt area along the highway is being encroached upon by illegal vehicle parking. We pay our taxes regularly for this?,Parks & Gardens
No water since last 3 days in our village area. The tankers are charging too much money. It is worse causing minor accidents.,Water Supply
"Highly frustrated with the current state. The main underground sewer line has collapsed near the petrol pump, causing a bad road cave-in.",Sewage & Drainage
"The ladies' special bus route has been stopped without any prior notice, causing major inconvenience. No one is listening to our requests.",Public Transport
"Kindly look into this issue: No regular watering of plants in the central public garden, all the beautiful flowers are dying. This is completely unacceptable.",Parks & Gardens
"dear authorities, please fix this. no power for the last 12 hours in our village. customer care number is continuously busy or switched off. this needs to be fixed before an accident happens.",Electricity
"Street lights outside our apartment have stopped working, making it completely dark at night. This is happening in the residential block C.",Street Lighting
"dear authorities, please fix this. illegal construction work going on without building permission behind green valley apartments.",Other
